,Unnamed: 0,review_description,rating
402,402,اسف طلب عبر تطبيق دائم سيئ اتجد اهتمام مطاعم هم رسوم توصيل صار كثر قيم طلب نفس,-1
403,403,يك,-1
404,404,جميل جد شكر تطبيق,1
405,405,زن يش عالم,1
406,406,طبيق رائع جد جد حب,1
407,407,مش عايز فتح قولو هنبعتل وود مش تبعتو حاج,-1
408,408,برنامج حل جد مفيد كن مشكل مطاعم حل جد را مش موجود أسف من حط,1
409,409,جماع حرام سلب تحصل ضايق تخلينى استخدمش ابلكيشن تانى سائق يسيبنى مشي تصل يا مش دقائق نا حاجز رحل مشوار ساع سائق مش محترف حاول تصل يا مش عارف وصل ابلكيشن رجاء معالج امر سريع ياري من رحله لي تخصم علي رجع تانى رحل شكر,-1
410,410,تطبيق مشكل لا تم نزيل فى مرة رسال عذر ثبيت تطبيق علم تم حميل كتر طبيق غير تأكد صلاح حسابى جوجل لاى طبع نفع دون نجم نت عمل غير,-1
411,411,لا روع,1
412,412,ممتلز,1
413,413,طبيق بن الب رم شرك نت سخ,-1
414,414,سيم حيا جيد,1
415,415,ياري كو مواعيد رحل شبر معاد عكس كتر ده,1
416,416,طبيق راىع,1
417,417,ؤنلتتبتيتيلتيشنسيتاتلتتثتف,1
418,418,دايم طلب تاخر اكل جي ارد,-1
419,419,رائع خبار ل ال عالم وب,1
420,420,له لع نغول خسير رصيد غش طلب قبم غال جد لى ثلث ري مع خمس,-1
421,421,عط خمس,1
422,422,خدم روع ار له في توصيل وقت محدد رد رد رد,1
423,423,لا وجد وصيل,-1
424,424,طبيق جميل سهل استخدام وفر جهد مك اي استخدام اي مك عجب جد,1
425,425,نا قترح على نك تشتغل سيار ملاك زي وبر ريم كونو منافس قو هم هتنجح جد ياري هتمو تعليق تاع ناس زهق وبر ريم,1
426,426,تباب,1
427,427,مدر جماع شن مشكل مل له وم طلب كل جي قت محدد جي يت شتريد يستاهل له لف جم حب,1
428,428,مم سافر محافظ لا سعر ام نا سه حاول ستخدم مش هم ويس زا طلع سعر رحله حجز,0
429,429,فتح هائي,-1
430,430,حب حب حب حب حب حب,1
431,431,مكتمل برنامج عيوب فى دخال اسم,-1
432,432,ثير حلووووووو,1
433,433,مطاعم تكبر على تصل تكنسل طلب طلب مطعم خلال قل ساع اثن نسلو طلب شكر عدم مصداق ضياع قت نتظار طلب مكنسل,-1
434,434,سئ جد لا مكنى سجيل دخول تب رقم تليف رقم سرى لا مك دخول,-1
435,435,كر,-1
436,436,سوء شرك تعامل كباتن له كباتن مظلوم مع تقو له في تودو مساف عيد تراعو غلاء بنز سعار قليل ذا تغ اوردر حساب كبتن ازم رجع اوردر تقو له في هاد منش تروظ زب طبع حساب كبتن نتو مستفيد حول قو لا له عل عظيم,-1
437,437,طبيق ممتاز جد,1
438,438,بق,1
439,439,شرك قل ركاب جماعى خلال اتوبيس اص مكيف هواء لكن رجى التزام اجراء الاحترازيه,0
440,440,ضراب طلب,-1
441,441,طبيق ممتاز يه متوقف رحل عيد ان,1
442,442,حاج زف عل مفيش حل مشاكل باتن لا حترم عميل شركه لا حترم عميل,-1
443,443,حذير نصيح وج له عدم تعامل شركه خدم عملاء زف معندهمش ضمير مواظف داب منتج صل كتر شهر قسم له شرك ئه جد,-1
444,444,رائع من جد جد جد,1
445,445,نقص نجم يد على جم اسف خدم ئه,-1
446,446,نا مقدم طلب شتر مطعم مع كثر شهر ماحد رد حين,-1
447,447,مطاعم قليل مملك معجن يتزا هت يتزا ان تمنى نهم جيب مطاعم جديد ذيذ ماكدونلدز طلب ساعه جي ساعه طلب ارد غير تمنى ان صلح عيوب تحديث جديد له رحم ديكم بكي حز,0
448,448,كو,1
449,449,برنامج شغال معاي ويس حد امبارح نهارده يقولى ان منطقتى خارج توصيل ده يه سبب قا,-1
450,450,ممتاااز لكن مطاعم موجوده محدود نسبه منطق,1
451,451,عني حن طلب عش سهل توصيل طلب قوم حول مطعم جلس شرح ين بيت بشر لي مايفهمن وش ايد طيب دق مطعم نته,-1
452,452,طبيق حل نصح حطو دفع استلام وكا دون نت,1
453,453,طبيق مفيد محتاج شو تعديل شات,1
454,454,رووووع ضح,1
455,455,يقفلو اكونت اي سبب اكونت رصيد خدم عملاء سئ جد,-1
456,456,أمانه رنامج كثر رائع,1
457,457,جيدةجد,-1
458,458,لا أس,0
459,459,حس كثير ان لا عط مال قول لا وجد معا كه غضب,0
460,460,ممتاز ذا طول اكل,1
461,461,عني حل ئى,1
462,462,تطبيق رائع جرب تسع مرة لا وجد خداع قال عبار ذب نه طبيق مثال,1
463,463,محل مطاعم صيدل قليل ووووو,0
464,464,اص محترم باتن محترم,1
465,465,رااائع حب احسن,0
466,466,خي وا طيز رحم رب رب ينم ذهب يطلعل علا طبيق معفن,-1
467,467,محدد مناطق اخير تصل مندوب قول آسف وصل ها منطقه عيل اول ازم كو مصداق ماك توصيل,-1
468,468,طلب اوردر مفيش خصوم زي تقولوا تال غي اوردر,-1
469,469,طبيق مميز رائع غني خروج وفر وقت شكر طلب دو وم,1
470,470,رنامج ممتاز جد,1
471,471,وصل سرع ماشاء له,1
472,472,جميع نح علم,1
473,473,ممتاز وصل سرع,1
474,474,حف جد سعار روع حب حب حب حب حب حب حب حب حب حب حب حب,1
475,475,ايوجد وصيل لى منطق لت سك,-1
476,476,ﺧﺎﻳﺲ,-1
477,477,مرحب أطفال شريح عمر مجال لا مك زوير تصويت شيء لا تستطيع رد على تاب له عالى رة طريق سلام رسول له سلم رمض حيا عالم إسلام مسابق رمض كبرى عام مسلم رد على قان,1
478,478,ممتاز تمنى اضاف صور كثر وجب,1
479,479,شرك زبال عامل ظي زفت,-1
480,480,امتياز تجار,1
481,481,طبيق شل كل صب,-1
482,482,حل جد نا جي كتب مدينه قولى حدث خطأ,1
483,483,حبب,1
484,484,سوء طبيق مم طلب طريق,1
485,485,حلى طبيق عالم شكر كم حب حب,1
486,486,صراح عجيب له,1
487,487,زفت مطعم عالم,-1
488,488,يه مش يوصل رض لوء,-1
489,489,رنامج قو,1
490,490,موقع فتر أخير جد سيئ أخذ فلوس ماينفذ طلب أربع مر كلم قول نص ساع رجع وس ماك شي حد ان,-1
491,491,طبيق شل يش وصل منطق رغم مناطق قريب وصل,-1
492,492,حط قننفذه قري يهف,-1
493,493,رووووووووووووووووووووووعه,1
494,494,حس راج,1
495,495,طول عبال مايج طلب له مراا حل,1
496,496,تم قييم نجم استغلال موظف خدم توصيل,-1
497,497,مممممممتازة,1
498,498,حل حس رنامج وصيل اردن,1
499,499,لا جم صراح,-1
500,500,اسف برنامح تحديث اخير عدم تقاط شاش واجه برنامح معامل ده شي سيء جدااا جدااا عدم جود ثبات دفع واتير او اي معامل خر حفظ مستند رجو حل فوررااااااا رجاء رد على مشكل حل حي حس خدمه,-1
501,501,شل تأخر زبا ثير,-1
502,502,مجربت,1
503,503,رررر,1
504,504,تطبيق أسوء وجد طبيق فضل مراحل,-1
505,505,له علم رب ستر طلع ويس ابليكشن مفيهوش غلط,-1
506,506,تأخير مستمر,-1
507,507,جميل جد جد جد جد نصح نزلو,1
508,508,له حمد له عظيم,1
509,509,فو فو,1
510,510,عسسسسسسسسسسسسسسسسسل,1
511,511,طبيق لا وجد لدى مصداق هدر وقت,-1
512,512,تطبيق مشكل فتح مطعم طلع شي بد قول حاول مر خرى,-1
513,513,سيء جد جد جد عامل موظف سوء راح خل لي عرف قيم تطبيق درج سيء,-1
514,514,وصل مصر دول خليج,-1
515,515,حل وصل سرع,1
516,516,رنامج سئ ية عروض اي شيء نصح عدم تحميل,-1
517,517,سمع طيب,1
518,518,حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب حب,-1
519,519,دائم وصل طلب ناقص سبب استعجال سائق,-1
520,520,طر,1
521,521,توصيل سعر جد مرتفع حرام على,1
522,522,ريح لك,1
523,523,طبيق زبال ما فتحو قولي وجد صدار جديد رجاء تحديث متابع دخل جوجل لا اق مفيش حديث مسح نزل رد مش شغال,-1
524,524,صراصير عمال سخ حضير طعام تم دور مياه غرف وم عماله,-1
525,525,لا استغناء عن,1
526,526,جزا له خير,1
527,527,حل مررررررررره برنامج,1
528,528,ططبيق ثير حل جنن,1
529,529,ممتاز نصح تحميل,1
530,530,يش تم حجب حساب مم عرف شو سبب عني نا منيح من ني كتب قرا خير يجو قولو تم حجب حساب مان مارجع مصار لي محفظ ساع استنى فك حظر حساب موظف عند يش دك خلو واحد لجأ قضاء او رجع مصار حساب رجاء بطاقه الانتمائيه لاش تصرف صرف ندم حن نتو رجاء أقصى سرع قضاء طبع,-1
532,532,اسف برنامج ياخذ مبلغ طلب كثر موجود لمطعم ضف لى ان رسوم توصيل عال ياخذ من ائد طلب توصيل نسب بير,-1
533,533,جرب جيد تزا اطاليان معراج,1
534,534,انااشوف بنامج زيااعسل,1
535,535,بو محمود,1
536,536,يش ماك عراق,-1
537,537,طبيق عر,-1
538,538,خدم وصيل طئ,-1
539,539,تجرب رائع تمنى نجاح توفيق شكر,1
540,540,صييح طيء توصيل ااحد طلب,-1
541,541,طلب فضل كتير ابلكيشن ملي مطاعم محل هم مش شغال صل ما طلب ماةبيكملش او يكمل يتلغ اسوأ دفع فيزا فلوس طلب اتلغى دل ترد مباشر زي طلب لا يتحط محفظ مخصوص طلب يسمح تواصل كتر يلف عاد يتم تواصل معاي اي شغال في دلوق طلب يكتف بدو رقم تجاهل قي بيان,-1
542,542,له تير منيح,1
543,543,برنامج جميل تاخر توصيل,-1
544,544,فضل رنامج حب جائع,1
545,545,نا مسح,-1
546,546,تطبيق سئ غا لا ستطيع تح,-1
547,547,عجب اك مطاعم,1
548,548,رجو اضاف لغ عرب رجو شرح طريق تعامل برنامج,0
549,549,جماع نا عايز رقم اكلم رقم رج كود مش مستجيب,0
550,550,شل جد محدود جد غطي هم مناطق,-1
551,551,مد تبع منطق بو امدين موجود قط مدين بو تم مسح,-1
552,552,جميل اك تمنى ضيف بيك مك مكرمه ست حب,1
553,553,عروظ هم قت تسليم مظبوط غاء طلب صف ساع انتظار خدم عملاء نافع,-1
554,554,لا,1
555,555,خدم ممتاز شكر جزيل,1
556,556,جميل مر خدم قت كو عند سيار,1
557,557,رائع جد جد,1
558,558,طبيق شل سي غاي,-1
559,559,طبيق ممتاز يستاهل جوم,1
560,560,عرف جديد,1
561,561,مطاعم موجود طبيق سهل مومعقد مريح,1
562,562,ين مصر مفيش عندك طلب فى مصر,0
563,563,سائق محترم مواعيد مظبوط لا نصح ركوب باص دون كييف تجرب صعب,1
564,564,ممتازز,1
565,565,جيد ازم كو ود مش خصم,0
566,566,له وفق لي خترع برنامج,1
567,567,ياري ضيفو مك,-1
568,568,سيئ جد,-1
569,569,نحاول اتصال قسم تنازل اسف وم متتالي جدو ية معامل سيئ,1
570,570,رووووووووووووووووووعة سرع جيبو طلب موافق موافق,1
571,571,يحطن عرعر,-1
572,572,حل حس تكلم,1
573,573,حب حب,1
574,574,شرك داب يقولو كود جديد خصم على اي كل,-1
575,575,جميل جد زود رحال,1
576,576,مال دخل,1
577,577,سهل عمل طلب مطاعم,1
578,578,شرك زي زفت خدم توصيل لكن شرك سوق وم سرع كتير غضب غضب غاضب غاضب,-1
